experiment	configuration	scope	target	minimum_confidence	callable_count	correct_count	coverage	precision	correct_recall	truth_used_in_inference
057	oracle_coords_monotone_log	cis	exact	1.0	0	0	0.0	nan	0.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.0	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.05	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.1	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.15000000000000002	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.2	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.25	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.30000000000000004	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.35000000000000003	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.4	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	same_cross	0.45	206057	201369	1.0	0.9772490136224443	1.0	ORACLE_COORDINATES
