check	config_name	status	detail
manifest_value:trans_callable_anchor_mode	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:copytrack_uses_phase_labels	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:copytrack_uses_charm_or_reference	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_phase_labels	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_charm_or_reference	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_phase_labels	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_charm_or_reference	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:config_name	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=p9016_transgamma_g0p5_td1_seed17_best035 expected=p9016_transgamma_g0p5_td1_seed17_best035
manifest_value:init_seed	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=17 expected=17
manifest_value:init_noise_scale	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_d_scale_posterior_gamma	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=0.5 expected=0.5
manifest_value:trans_dscale_multiplier	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_dscale_effective_count_formula	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=n_raw*posterior_prob^0.5 expected=n_raw*posterior_prob^0.5
manifest_value:trans_dscale_probability_weighted	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_contact_scaling_mode	p9016_transgamma_g0p5_td1_seed17_best035	PASS	actual=trans_edge_scaling expected=trans_edge_scaling
summary_status_ok	p9016_transgamma_g0p75_td1_seed17_best035	PASS	OK
summary_finite:model_top1_accuracy_genome_all	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.461055
summary_finite:model_top1_accuracy_genome_cis	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.562587
summary_finite:model_top1_accuracy_genome_trans	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.315745
summary_finite:model_same_cross_accuracy_genome_trans	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.533217
summary_finite:mean_per_chrom_cis_distance_spearman	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.795562
summary_finite:final_mean_entropy	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.621849716
summary_finite:final_mean_pU	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.448569775
summary_finite:final_min_sep	p9016_transgamma_g0p75_td1_seed17_best035	PASS	1.2532872
summary_finite:final_mean_sep	p9016_transgamma_g0p75_td1_seed17_best035	PASS	4.97512341
summary_finite:trans_d_scale_posterior_gamma	p9016_transgamma_g0p75_td1_seed17_best035	PASS	0.75
summary_finite:trans_dscale_multiplier	p9016_transgamma_g0p75_td1_seed17_best035	PASS	1
summary_value:init_seed	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=17 expected=17
summary_value:init_noise_scale	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
summary_value:d_scale_posterior_gamma	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:trans_d_scale_posterior_gamma	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0.75 expected=0.75
summary_value:trans_dscale_multiplier	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:d_scale_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=posterior_count expected=posterior_count
summary_value:rho_train_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=constant expected=constant
summary_value:temperature_start	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:temperature_end	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:trans_top1_mstep_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=off expected=off
summary_value:trans_gate_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=off expected=off
summary_value:input_contact_source	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=raw_pairs expected=raw_pairs
summary_value:uses_phase_labels	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
summary_value:uses_charm_or_reference	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_exists	p9016_transgamma_g0p75_td1_seed17_best035	PASS	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g0p75_td1_seed17_best035/p9016_transgamma_g0p75_td1_seed17_best035/p9016_full.manifest.tsv
manifest_no_duplicate_keys	p9016_transgamma_g0p75_td1_seed17_best035	PASS	NA
manifest_value:sample	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=P9016 expected=P9016
manifest_value:input_contact_source	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=raw_pairs expected=raw_pairs
manifest_value:approved_p9016_raw_pairs_realpath	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:uses_phase_labels	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:uses_charm_or_reference	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:copy_labels_are_gauge_only	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:dscale_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_posterior_gamma	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_k_multiplier	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:rho_train_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=constant expected=constant
manifest_value:rho_train	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:rho_train_floor	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:temperature_start	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:temperature_end	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_top1_mstep_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_gate_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_chr_pair_prior_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_chr_pair_mstep_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_callable_anchor_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:copytrack_uses_phase_labels	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:copytrack_uses_charm_or_reference	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_phase_labels	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_charm_or_reference	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_phase_labels	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_charm_or_reference	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:config_name	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=p9016_transgamma_g0p75_td1_seed17_best035 expected=p9016_transgamma_g0p75_td1_seed17_best035
manifest_value:init_seed	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=17 expected=17
manifest_value:init_noise_scale	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_d_scale_posterior_gamma	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=0.75 expected=0.75
manifest_value:trans_dscale_multiplier	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_dscale_effective_count_formula	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=n_raw*posterior_prob^0.75 expected=n_raw*posterior_prob^0.75
manifest_value:trans_dscale_probability_weighted	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_contact_scaling_mode	p9016_transgamma_g0p75_td1_seed17_best035	PASS	actual=trans_edge_scaling expected=trans_edge_scaling
summary_status_ok	p9016_transgamma_g1_td1_seed17_best035	PASS	OK
summary_finite:model_top1_accuracy_genome_all	p9016_transgamma_g1_td1_seed17_best035	PASS	0.470751
summary_finite:model_top1_accuracy_genome_cis	p9016_transgamma_g1_td1_seed17_best035	PASS	0.568794
summary_finite:model_top1_accuracy_genome_trans	p9016_transgamma_g1_td1_seed17_best035	PASS	0.330435
summary_finite:model_same_cross_accuracy_genome_trans	p9016_transgamma_g1_td1_seed17_best035	PASS	0.538565
summary_finite:mean_per_chrom_cis_distance_spearman	p9016_transgamma_g1_td1_seed17_best035	PASS	0.794001
summary_finite:final_mean_entropy	p9016_transgamma_g1_td1_seed17_best035	PASS	0.612831295
summary_finite:final_mean_pU	p9016_transgamma_g1_td1_seed17_best035	PASS	0.442064345
summary_finite:final_min_sep	p9016_transgamma_g1_td1_seed17_best035	PASS	1.53454864
summary_finite:final_mean_sep	p9016_transgamma_g1_td1_seed17_best035	PASS	4.94285202
summary_finite:trans_d_scale_posterior_gamma	p9016_transgamma_g1_td1_seed17_best035	PASS	1
summary_finite:trans_dscale_multiplier	p9016_transgamma_g1_td1_seed17_best035	PASS	1
summary_value:init_seed	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=17 expected=17
summary_value:init_noise_scale	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
summary_value:d_scale_posterior_gamma	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:trans_d_scale_posterior_gamma	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:trans_dscale_multiplier	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:d_scale_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=posterior_count expected=posterior_count
summary_value:rho_train_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=constant expected=constant
summary_value:temperature_start	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:temperature_end	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
summary_value:trans_top1_mstep_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
summary_value:trans_gate_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
summary_value:input_contact_source	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=raw_pairs expected=raw_pairs
summary_value:uses_phase_labels	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
summary_value:uses_charm_or_reference	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_exists	p9016_transgamma_g1_td1_seed17_best035	PASS	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g1_td1_seed17_best035/p9016_transgamma_g1_td1_seed17_best035/p9016_full.manifest.tsv
manifest_no_duplicate_keys	p9016_transgamma_g1_td1_seed17_best035	PASS	NA
manifest_value:sample	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=P9016 expected=P9016
manifest_value:input_contact_source	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=raw_pairs expected=raw_pairs
manifest_value:approved_p9016_raw_pairs_realpath	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:uses_phase_labels	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:uses_charm_or_reference	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:copy_labels_are_gauge_only	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:dscale_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_posterior_gamma	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_k_multiplier	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:rho_train_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=constant expected=constant
manifest_value:rho_train	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:rho_train_floor	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:temperature_start	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:temperature_end	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_top1_mstep_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_gate_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_chr_pair_prior_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_chr_pair_mstep_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:trans_callable_anchor_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
manifest_value:copytrack_uses_phase_labels	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:copytrack_uses_charm_or_reference	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_phase_labels	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_charm_or_reference	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_phase_labels	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_charm_or_reference	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:config_name	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=p9016_transgamma_g1_td1_seed17_best035 expected=p9016_transgamma_g1_td1_seed17_best035
manifest_value:init_seed	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=17 expected=17
manifest_value:init_noise_scale	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=0 expected=0
manifest_value:trans_d_scale_posterior_gamma	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_dscale_multiplier	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_dscale_effective_count_formula	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=n_raw*posterior_prob^1 expected=n_raw*posterior_prob^1
manifest_value:trans_dscale_probability_weighted	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=1 expected=1
manifest_value:trans_contact_scaling_mode	p9016_transgamma_g1_td1_seed17_best035	PASS	actual=off expected=off
summary_status_ok	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	OK
summary_finite:model_top1_accuracy_genome_all	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.481133
summary_finite:model_top1_accuracy_genome_cis	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.570929
summary_finite:model_top1_accuracy_genome_trans	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.352619
summary_finite:model_same_cross_accuracy_genome_trans	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.55256
summary_finite:mean_per_chrom_cis_distance_spearman	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.76939
summary_finite:final_mean_entropy	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.697600842
summary_finite:final_mean_pU	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.503212631
summary_finite:final_min_sep	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.457626194
summary_finite:final_mean_sep	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	4.38356495
summary_finite:trans_d_scale_posterior_gamma	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	1
summary_finite:trans_dscale_multiplier	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	0.5
summary_value:init_seed	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=17 expected=17
summary_value:init_noise_scale	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
summary_value:d_scale_posterior_gamma	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
summary_value:trans_d_scale_posterior_gamma	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
summary_value:trans_dscale_multiplier	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0.5 expected=0.5
summary_value:d_scale_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=posterior_count expected=posterior_count
summary_value:rho_train_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=constant expected=constant
summary_value:temperature_start	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
summary_value:temperature_end	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
summary_value:trans_top1_mstep_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=off expected=off
summary_value:trans_gate_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=off expected=off
summary_value:input_contact_source	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=raw_pairs expected=raw_pairs
summary_value:uses_phase_labels	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
summary_value:uses_charm_or_reference	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_exists	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g1_td0p5_seed17_best035_replay/p9016_transgamma_g1_td0p5_seed17_best035_replay/p9016_full.manifest.tsv
manifest_no_duplicate_keys	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	NA
manifest_value:sample	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=P9016 expected=P9016
manifest_value:input_contact_source	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=raw_pairs expected=raw_pairs
manifest_value:approved_p9016_raw_pairs_realpath	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:uses_phase_labels	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:uses_charm_or_reference	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:copy_labels_are_gauge_only	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:dscale_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_posterior_gamma	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:trans_k_multiplier	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:rho_train_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=constant expected=constant
manifest_value:rho_train	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:rho_train_floor	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:temperature_start	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:temperature_end	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:trans_top1_mstep_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=off expected=off
manifest_value:trans_gate_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=off expected=off
manifest_value:trans_chr_pair_prior_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=off expected=off
manifest_value:trans_chr_pair_mstep_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=off expected=off
manifest_value:trans_callable_anchor_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=off expected=off
manifest_value:copytrack_uses_phase_labels	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:copytrack_uses_charm_or_reference	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_phase_labels	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:global_copytrack_uses_charm_or_reference	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_phase_labels	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:trans_contact_scaling_uses_charm_or_reference	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:config_name	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=p9016_transgamma_g1_td0p5_seed17_best035_replay expected=p9016_transgamma_g1_td0p5_seed17_best035_replay
manifest_value:init_seed	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=17 expected=17
manifest_value:init_noise_scale	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0 expected=0
manifest_value:trans_d_scale_posterior_gamma	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:trans_dscale_multiplier	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=0.5 expected=0.5
manifest_value:trans_dscale_effective_count_formula	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=n_raw*posterior_prob^1 expected=n_raw*posterior_prob^1
manifest_value:trans_dscale_probability_weighted	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=1 expected=1
manifest_value:trans_contact_scaling_mode	p9016_transgamma_g1_td0p5_seed17_best035_replay	PASS	actual=trans_edge_scaling expected=trans_edge_scaling
summary_status_ok	p9016_transgamma_g0_td0p75_seed71_best035	PASS	OK
summary_finite:model_top1_accuracy_genome_all	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.475577
summary_finite:model_top1_accuracy_genome_cis	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.568396
summary_finite:model_top1_accuracy_genome_trans	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.342735
summary_finite:model_same_cross_accuracy_genome_trans	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.540538
summary_finite:mean_per_chrom_cis_distance_spearman	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.778882
summary_finite:final_mean_entropy	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.662590384
summary_finite:final_mean_pU	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.477957934
summary_finite:final_min_sep	p9016_transgamma_g0_td0p75_seed71_best035	PASS	1.04976368
summary_finite:final_mean_sep	p9016_transgamma_g0_td0p75_seed71_best035	PASS	4.5382328
summary_finite:trans_d_scale_posterior_gamma	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0
summary_finite:trans_dscale_multiplier	p9016_transgamma_g0_td0p75_seed71_best035	PASS	0.75
summary_value:init_seed	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=71 expected=71
summary_value:init_noise_scale	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0.0500000007 expected=0.05
summary_value:d_scale_posterior_gamma	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
summary_value:trans_d_scale_posterior_gamma	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0 expected=0
summary_value:trans_dscale_multiplier	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0.75 expected=0.75
summary_value:d_scale_mode	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=posterior_count expected=posterior_count
summary_value:rho_train_mode	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=constant expected=constant
summary_value:temperature_start	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
summary_value:temperature_end	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
summary_value:trans_top1_mstep_mode	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=off expected=off
summary_value:trans_gate_mode	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=off expected=off
summary_value:input_contact_source	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=raw_pairs expected=raw_pairs
summary_value:uses_phase_labels	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0 expected=0
summary_value:uses_charm_or_reference	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0 expected=0
manifest_exists	p9016_transgamma_g0_td0p75_seed71_best035	PASS	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g0_td0p75_seed71_best035/p9016_transgamma_g0_td0p75_seed71_best035/p9016_full.manifest.tsv
manifest_no_duplicate_keys	p9016_transgamma_g0_td0p75_seed71_best035	PASS	NA
manifest_value:sample	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=P9016 expected=P9016
manifest_value:input_contact_source	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=raw_pairs expected=raw_pairs
manifest_value:approved_p9016_raw_pairs_realpath	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
manifest_value:uses_phase_labels	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0 expected=0
manifest_value:uses_charm_or_reference	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0 expected=0
manifest_value:copy_labels_are_gauge_only	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
manifest_value:dscale_mode	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_mode	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=posterior_count expected=posterior_count
manifest_value:d_scale_posterior_gamma	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
manifest_value:trans_k_multiplier	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
manifest_value:rho_train_mode	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=constant expected=constant
manifest_value:rho_train	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=1 expected=1
manifest_value:rho_train_floor	p9016_transgamma_g0_td0p75_seed71_best035	PASS	actual=0 expected=0
